# {'semester': '6', 'session': 'ses02-0.txt', 'student': 'y', 'age': '22', 'tstamp': '20160706_1142', 'id': '02', 'sex': 'f'}
city_left;city_right;response;rt
Harbin;Shanghai;Shanghai;0.7415
Seoul;Ibadan;Seoul;0.7367
Busan;Tianjin;Tianjin;1.4219
Santiago;Busan;Santiago;0.7923
Wuhan;Seoul;Seoul;0.7258
Ankara;Tianjin;Ankara;0.6175
Harbin;Bangkok;Bangkok;0.6729
Busan;Harbin;Busan;0.6962
Wuhan;London;London;0.5689
Ankara;Kano;Ankara;0.5501
London;Santiago;Santiago;3.9255
Tianjin;Seoul;Seoul;1.3867
Tokio;Durban;Tokio;0.8808
Montreal;Harbin;Montreal;1.0722
Ibadan;Ankara;Ankara;0.8867
Chongqing;Busan;Chongqing;0.9544
Seoul;Rangun;Seoul;0.5427
Santiago;Harbin;Santiago;1.0316
Chongqing;Wuhan;Chongqing;3.6091
London;Harbin;London;2.1098
Shanghai;Ankara;Shanghai;0.5811
Shanghai;Bangkok;Bangkok;2.4671
Shanghai;Tokio;Shanghai;10.0092
Rangun;Ankara;Ankara;0.7264
Wuhan;Montreal;Montreal;0.9522
Durban;London;London;1.3945
Ibadan;Harbin;Harbin;0.9429
Chongqing;Tokio;Tokio;3.2196
Busan;Tokio;Tokio;0.6895
Seoul;Shanghai;Shanghai;2.6052
Kano;Chongqing;Chongqing;1.1099
Tianjin;Montreal;Montreal;0.6948
Tianjin;Durban;Durban;0.6807
Tokio;Tianjin;Tokio;0.6547
Kano;Busan;Busan;0.7187
Ibadan;Tianjin;Tianjin;0.8602
Bangkok;Durban;Bangkok;0.5331
Chongqing;Bangkok;Bangkok;0.8237
Ankara;Santiago;Ankara;0.8961
Durban;Ibadan;Durban;1.6760
Shanghai;Tianjin;Shanghai;4.8544
Tianjin;Kano;Tianjin;0.7413
Durban;Seoul;Seoul;0.7905
Tianjin;Santiago;Santiago;4.5225
Bangkok;Kano;Bangkok;2.6730
London;Tokio;Tokio;0.7555
Busan;Ankara;Ankara;0.8462
Tokio;Ankara;Tokio;0.5600
Ibadan;Kano;Ibadan;2.0535
Rangun;Harbin;Rangun;1.1405
Montreal;Santiago;Santiago;2.9002
Durban;Santiago;Santiago;1.4070
Chongqing;Shanghai;Shanghai;0.8986
Busan;Bangkok;Bangkok;0.6576
Montreal;Rangun;Montreal;1.0239
Shanghai;Montreal;Shanghai;0.5090
Ankara;London;Ankara;1.0657
Ibadan;Bangkok;Bangkok;0.7665
London;Busan;London;0.9770
Seoul;Santiago;Seoul;0.6078
Shanghai;Kano;Shanghai;0.6728
Harbin;Tokio;Tokio;0.6230
Seoul;Harbin;Seoul;0.8500
London;Rangun;London;1.8072
Ibadan;Tokio;Tokio;1.0402
Bangkok;London;Bangkok;0.6807
Montreal;Chongqing;Montreal;1.1787
Ankara;Montreal;Ankara;3.0118
Kano;Seoul;Seoul;0.7148
Kano;Rangun;Rangun;2.4140
Montreal;London;Montreal;1.9506
Chongqing;Harbin;Chongqing;0.8389
Tianjin;Rangun;Tianjin;1.5042
Bangkok;Ankara;Bangkok;0.5304
Santiago;Tokio;Tokio;0.8717
Ankara;Seoul;Ankara;0.5540
Tokio;Wuhan;Tokio;2.2224
Busan;Wuhan;Busan;1.3206
