# {'semester': '8', 'session': 'ses25-0.txt', 'student': 'y', 'age': '24', 'tstamp': '20160620_1427', 'id': '25', 'sex': 'f'}
city_left;city_right;response;rt
London;Ankara;Ankara;1.2752
Tianjin;Ankara;Ankara;1.3092
Montreal;Durban;Durban;0.9549
Santiago;London;Santiago;0.6710
Tianjin;Tokio;Tokio;0.6673
London;Wuhan;Wuhan;0.8144
Ankara;Shanghai;Ankara;0.8041
Wuhan;Ankara;Ankara;1.5467
Tianjin;Bangkok;Bangkok;0.7516
Harbin;Montreal;Harbin;0.8718
Harbin;Seoul;Seoul;0.6134
Kano;Bangkok;Bangkok;0.7869
Wuhan;Busan;Wuhan;0.9906
Rangun;London;Rangun;0.8905
Seoul;Montreal;Seoul;0.6602
Shanghai;Santiago;Santiago;1.1085
Durban;Tianjin;Durban;1.3223
Santiago;Durban;Santiago;1.4584
Ankara;Busan;Ankara;0.9013
Bangkok;Chongqing;Bangkok;1.0662
Durban;Shanghai;Shanghai;1.0724
Kano;Shanghai;Shanghai;0.7780
Bangkok;Tokio;Bangkok;1.0444
Chongqing;London;Chongqing;1.4014
Wuhan;Ibadan;Wuhan;0.7639
Tianjin;Harbin;Tianjin;1.0506
Ankara;Chongqing;Chongqing;1.5848
Durban;Kano;Durban;0.7964
Rangun;Durban;Rangun;0.9495
Ankara;Tokio;Tokio;0.9767
Ibadan;Santiago;Santiago;1.1196
Rangun;Tianjin;Rangun;1.0569
Montreal;Tokio;Tokio;0.7659
London;Montreal;London;1.0877
Ibadan;Rangun;Ibadan;1.2401
Tianjin;Shanghai;Shanghai;0.6997
London;Kano;London;1.0986
Ibadan;Busan;Ibadan;1.0240
Ibadan;Seoul;Seoul;0.6955
Bangkok;Harbin;Bangkok;0.7057
Santiago;Ankara;Ankara;1.3749
Santiago;Montreal;Santiago;1.1268
Shanghai;London;Shanghai;0.7262
Rangun;Kano;Kano;0.7938
Montreal;Tianjin;Montreal;0.9632
Seoul;Tianjin;Tianjin;0.5411
