# {'semester': '2', 'session': 'ses13-1.txt', 'student': 'y', 'age': '20', 'tstamp': '20160630_2057', 'id': '13', 'sex': 'f'}
city_left;city_right;response;rt
Busan;Wuhan;Wuhan;1.4303
Seoul;Rangun;Seoul;1.9180
Tokio;Wuhan;Tokio;0.9581
Wuhan;Rangun;Wuhan;1.2698
Montreal;Rangun;Rangun;1.6538
Montreal;Busan;Busan;1.6620
Durban;Ibadan;Durban;1.2776
Bangkok;London;Bangkok;1.3252
Kano;Montreal;Kano;1.5101
Seoul;Harbin;Seoul;1.6781
London;Chongqing;Chongqing;1.8775
Bangkok;Tianjin;Bangkok;0.7651
Harbin;Wuhan;Wuhan;1.2618
Santiago;Harbin;Santiago;2.5096
Rangun;Tokio;Tokio;0.9498
Tianjin;Montreal;Tianjin;1.7171
Shanghai;Bangkok;Bangkok;2.2135
Santiago;Rangun;Santiago;0.8453
Montreal;Seoul;Seoul;0.9172
Shanghai;Montreal;Shanghai;3.6407
Tokio;Kano;Tokio;0.6782
Santiago;Busan;Busan;1.7497
Rangun;Ibadan;Ibadan;1.0937
Durban;Montreal;Durban;0.8852
Kano;London;London;1.8863
Ibadan;Harbin;Ibadan;3.6937
Harbin;Tianjin;Harbin;0.7333
Wuhan;London;London;1.2698
Ankara;Kano;Ankara;0.8540
Shanghai;Tokio;Tokio;3.8377
Rangun;Ankara;Ankara;1.1414
Tianjin;Rangun;Tianjin;1.9258
London;Tokio;Tokio;1.3181
London;Ibadan;Ibadan;1.6300
Ankara;Tianjin;Ankara;1.5096
Harbin;Bangkok;Bangkok;0.8776
Wuhan;Durban;Durban;0.8777
Santiago;Shanghai;Shanghai;2.2455
Montreal;Chongqing;Chongqing;1.0287
Shanghai;Kano;Shanghai;0.9662
Bangkok;Montreal;Bangkok;0.9977
Seoul;Santiago;Seoul;1.2932
Busan;Tianjin;Busan;1.2139
Ankara;Seoul;Seoul;0.7737
Busan;Harbin;Busan;1.5496
Ibadan;Ankara;Ankara;0.7242
Chongqing;Ankara;Chongqing;0.7975
Harbin;Shanghai;Shanghai;0.8055
Rangun;Chongqing;Rangun;1.2694
Kano;Busan;Busan;1.2061
London;Shanghai;Shanghai;0.9977
Tokio;Durban;Tokio;0.8057
Tianjin;Seoul;Seoul;1.0057
