# {'semester': '2', 'session': 'ses22-0.txt', 'student': 'y', 'age': '20', 'tstamp': '20160630_2041', 'id': '22', 'sex': 'f'}
city_left;city_right;response;rt
Seoul;Ankara;Seoul;1.0056
Busan;London;Busan;1.5099
Durban;Harbin;Durban;1.2215
Durban;Ankara;Ankara;1.7340
Durban;Kano;Kano;1.2147
Tokio;Rangun;Tokio;0.8125
Rangun;Durban;Durban;0.9972
Santiago;Kano;Santiago;0.8221
Tokio;Shanghai;Tokio;0.9494
Seoul;Tianjin;Seoul;3.5413
Bangkok;Shanghai;Shanghai;2.5888
Shanghai;Harbin;Shanghai;0.8213
Ankara;Busan;Busan;0.8537
Chongqing;Seoul;Seoul;3.4435
Kano;Ibadan;Ibadan;0.8300
Tianjin;Shanghai;Shanghai;0.9570
Wuhan;Ibadan;Ibadan;1.0376
Montreal;Shanghai;Shanghai;0.9088
Montreal;Wuhan;Wuhan;1.0536
Seoul;Wuhan;Seoul;1.4457
Tianjin;Busan;Tianjin;1.2615
Ankara;Ibadan;Ibadan;0.8053
Rangun;London;London;1.3257
Kano;Wuhan;Kano;1.1739
Tokio;Santiago;Tokio;1.2932
Busan;Seoul;Seoul;1.5494
London;Durban;London;2.3412
Durban;Tianjin;Tianjin;1.8532
Wuhan;Busan;Wuhan;1.0296
Kano;Tokio;Tokio;0.8617
Tianjin;Ankara;Tianjin;1.0210
Tokio;London;Tokio;1.2617
Chongqing;Kano;Chongqing;1.2884
Montreal;Tokio;Tokio;0.9493
Wuhan;Chongqing;Chongqing;0.8612
Tianjin;Wuhan;Tianjin;0.9897
Chongqing;Durban;Chongqing;1.0526
Montreal;Bangkok;Bangkok;0.9486
Busan;Montreal;Montreal;1.0612
Wuhan;Tokio;Tokio;0.9979
London;Bangkok;Bangkok;1.2765
Ibadan;Busan;Ibadan;0.9412
Kano;Bangkok;Bangkok;0.7098
Tokio;Chongqing;Tokio;1.1973
Ankara;Bangkok;Bangkok;1.0613
Shanghai;Santiago;Shanghai;1.3009
Chongqing;Rangun;Chongqing;1.3012
Harbin;London;London;1.0934
Kano;Harbin;Kano;1.0375
Tokio;Ibadan;Tokio;0.9336
Ankara;Shanghai;Shanghai;1.0133
Shanghai;Seoul;Shanghai;0.8380
Chongqing;London;London;1.0362
London;Montreal;London;2.0134
Ibadan;Durban;Durban;1.1974
Harbin;Chongqing;Chongqing;0.8371
Shanghai;London;Shanghai;0.8129
Tianjin;Harbin;Tianjin;1.1495
Shanghai;Rangun;Shanghai;0.7255
Ibadan;Santiago;Santiago;0.7646
Harbin;Montreal;Montreal;1.3737
Durban;Shanghai;Shanghai;0.8451
Bangkok;Ibadan;Bangkok;0.9014
Wuhan;Ankara;Wuhan;1.6694
Rangun;Seoul;Seoul;0.8934
Seoul;Kano;Seoul;0.8861
